#,number,registered,added,voted,Turnout Rate,GD Rate,valid,invalid,The Party of Georgian Unity and Development,Coalition for Changes Gvaramia Melia Girchi Droa,Unity-National Movement,European Democrats,Alliance of Patriots of Georgia,"Strong Georgia - Lelo, For People, For Liberty!",Georgian Labour Party,Our United Georgia,Change Georgia,Sakartvelo,Free Georgia,Tribune,Chven,Gakharia for Georgia,Left-Wing Alliance,Unity of Georgian,Girchi,Georgian Dream,dirty
622,00.10.56,1231,12,693,0.557522124,0.214802896,685,8,1,116,58,1,16,92,5,1,10,2,2,0,1,79,0,1,33,267,
619,00.10.53,2803,8,1567,0.557452864,0.19850587,1545,22,1,247,139,10,54,199,16,0,15,2,4,1,4,217,3,3,72,558,
351,00.06.20,2541,14,1424,0.557338552,0.225048924,1307,117,1,216,18,4,64,134,15,1,14,0,3,3,4,170,2,1,82,575,
1898,00.46.17,255,7,146,0.557251908,0.393129771,142,4,0,6,11,2,5,7,1,0,1,1,0,0,0,3,0,0,2,103,
553,00.09.68,1535,14,863,0.557133635,0.225306649,857,6,1,150,73,1,21,99,9,1,9,0,1,2,0,92,1,3,45,349,
1341,00.28.06,1985,11,1112,0.557114228,0.364228457,1093,19,3,67,35,3,50,80,14,1,7,1,1,1,1,80,2,1,19,727,
1591,00.35.36,2268,12,1270,0.557017544,0.257894737,1247,23,4,126,131,8,52,161,12,3,15,2,0,2,0,112,2,1,28,588,
2950,00.81.48,976,8,548,0.556910569,0.340447154,536,12,3,34,95,4,7,25,1,2,2,1,1,0,0,21,0,2,3,335,
1942,00.47.38,458,9,260,0.556745182,0.368308351,260,0,0,19,17,0,22,11,0,0,0,0,0,0,0,15,0,1,3,172,
939,00.20.20,1343,12,754,0.556457565,0.238376384,748,6,2,110,68,1,34,66,7,1,6,1,4,0,0,78,2,1,44,323,
1750,00.41.04,1355,9,759,0.556451613,0.472140762,758,1,0,55,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,
2165,00.54.09,1070,12,602,0.556377079,0.339186691,590,12,1,42,65,2,9,56,7,3,0,0,0,0,0,31,0,0,7,367,
2568,00.64.11,727,10,410,0.556309362,0.270013569,404,6,1,49,41,4,13,22,1,0,1,0,0,0,1,67,0,1,4,199,
1460,00.32.35,723,7,406,0.556164384,0.302739726,399,7,2,24,66,3,21,20,3,0,1,1,1,0,0,27,1,1,7,221,
444,00.07.40,1368,13,768,0.556118755,0.28602462,756,12,3,86,46,1,27,63,6,0,6,0,5,1,1,76,0,1,39,395,
2158,00.54.02,2082,8,1162,0.555980861,0.297129187,1145,17,1,119,146,5,38,75,12,2,12,1,3,0,0,85,0,5,20,621,
769,00.14.17,769,44,452,0.55596556,0.425584256,446,6,0,18,27,2,14,21,1,0,1,1,0,1,0,10,0,0,4,346,
1222,00.25.07,280,6,159,0.555944056,0.475524476,159,0,0,5,5,0,0,1,0,0,0,0,0,0,0,12,0,0,0,136,
515,00.09.30,1455,11,815,0.555934516,0.255115962,809,6,1,103,53,3,34,93,14,0,8,0,3,5,0,83,0,3,32,374,
2099,00.51.35,885,9,497,0.555928412,0.350111857,478,19,4,25,39,1,10,44,6,0,1,0,0,5,0,24,2,0,4,313,
1396,00.30.03,1397,12,783,0.555713272,0.30092264,773,10,0,61,58,3,29,78,5,1,4,3,1,1,0,73,1,2,29,424,
1476,00.32.51,1217,5,679,0.555646481,0.355973813,671,8,1,40,33,0,22,66,4,0,3,1,0,1,1,53,1,1,9,435,
2169,00.54.13,1341,7,749,0.555637982,0.338278932,739,10,1,48,65,0,30,71,1,0,6,0,4,1,0,45,0,1,10,456,
762,00.14.10,1013,4,565,0.555555556,0.366764995,559,6,0,39,35,0,17,53,3,0,0,0,0,1,0,26,0,1,11,373,
2375,00.59.20,1620,14,907,0.555079559,0.304161567,894,13,1,95,93,3,25,83,7,1,11,2,3,0,1,52,0,1,19,497,
2924,00.81.22,2319,7,1291,0.555030095,0.327171109,1265,26,2,75,213,1,19,78,4,1,13,1,0,4,1,74,0,1,17,761,
599,00.10.33,2916,14,1626,0.554948805,0.207167235,1609,17,3,240,163,9,53,188,31,0,21,4,1,5,5,187,1,3,88,607,
1321,00.27.27,2383,12,1329,0.554906054,0.224634656,1304,25,3,178,190,5,35,144,10,1,8,1,5,1,3,128,3,4,47,538,
2301,00.58.04,2005,8,1117,0.554893194,0.270740189,1106,11,0,138,192,4,20,76,6,1,17,5,1,1,1,75,1,4,19,545,
2454,00.60.27,2074,6,1154,0.554807692,0.325961538,1131,23,2,88,119,6,26,82,3,0,11,2,3,0,2,79,0,2,28,678,
2565,00.64.08,1391,8,776,0.554681916,0.230879199,764,12,1,131,127,2,14,52,5,0,2,0,2,2,2,84,0,2,15,323,
932,00.20.13,1705,15,954,0.554651163,0.258139535,936,18,4,87,163,4,26,72,5,1,8,2,0,0,0,60,0,3,57,444,
2956,00.81.54,1416,14,793,0.554545455,0.329370629,773,20,3,26,148,3,16,36,2,3,6,0,0,1,0,47,0,0,11,471,
580,00.10.14,731,12,412,0.554508748,0.263795424,408,4,2,59,27,2,11,44,2,0,4,0,1,0,0,39,0,0,21,196,
963,00.20.44,1301,12,728,0.554455446,0.208682407,767,-39,2,93,92,4,28,108,14,1,8,1,0,0,2,88,1,1,50,274,DIRTY
1441,00.32.16,2271,16,1268,0.554438129,0.235242676,1242,26,4,151,155,10,40,125,14,1,10,4,5,0,1,147,0,3,34,538,
2376,00.59.21,2499,12,1392,0.554360812,0.280764636,1363,29,1,136,141,6,52,136,17,2,5,3,2,5,0,98,0,3,51,705,
2779,00.70.19,1418,9,791,0.554309741,0.253679047,781,10,2,119,108,7,9,43,8,1,9,1,3,0,0,87,0,0,22,362,
334,00.06.03,2303,12,1283,0.554211663,0.234989201,1268,15,2,182,128,3,40,123,19,2,9,2,3,3,1,152,0,4,51,544,
410,00.07.06,1483,8,826,0.55399061,0.250838364,816,10,4,92,61,3,27,117,10,0,4,1,3,1,0,79,1,1,38,374,
1159,00.23.46,133,6,77,0.553956835,0.460431655,77,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,64,
792,00.15.20,316,9,180,0.553846154,0.458461538,172,8,0,3,16,1,1,1,0,0,0,0,0,0,0,1,0,0,0,149,
2419,00.59.64,2214,11,1232,0.553707865,0.294382022,1215,17,4,172,76,12,42,111,10,0,10,3,4,3,0,77,0,1,35,655,
390,00.06.58,2478,11,1378,0.553635998,0.222579349,1378,0,2,214,111,10,51,177,14,1,12,6,2,1,3,144,1,5,70,554,
869,00.17.37,628,6,351,0.55362776,0.339116719,347,4,0,17,33,1,25,27,4,0,1,0,2,0,0,15,2,1,4,215,
972,00.20.53,1303,14,729,0.553530752,0.182991648,715,14,2,130,98,1,26,74,13,0,10,3,0,0,2,72,1,3,39,241,
2572,00.64.15,2530,8,1404,0.553191489,0.247832939,1378,26,4,223,218,4,23,74,9,0,4,2,1,1,2,162,0,1,21,629,
2155,00.53.23,701,6,391,0.553041018,0.285714286,379,12,0,62,46,9,2,24,5,1,3,1,0,0,0,21,0,3,0,202,
1254,00.25.39,288,5,162,0.552901024,0.464163823,161,1,0,9,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,136,
304,00.05.30,2210,4,1224,0.552845528,0.32429991,1211,13,5,111,98,7,20,116,10,2,6,1,10,3,2,74,0,3,25,718,
2353,00.58.56,742,7,414,0.552736983,0.273698264,405,9,3,44,94,6,5,24,1,1,5,1,0,0,0,10,0,1,5,205,
878,00.18.03,2331,9,1293,0.552564103,0.323076923,1268,25,3,101,161,6,40,86,11,0,5,1,2,0,3,67,0,2,24,756,
1004,00.21.24,1481,14,826,0.552508361,0.398662207,808,18,6,36,35,7,27,36,3,0,5,0,2,0,0,41,0,1,13,596,
1857,00.45.17,393,7,221,0.5525,0.305,215,6,3,22,19,3,9,16,7,1,1,0,0,1,0,7,0,1,3,122,
1559,00.35.04,1991,13,1107,0.55239521,0.26746507,1091,16,2,85,109,7,36,128,3,2,10,4,2,0,1,109,1,9,47,536,
2358,00.59.03,1076,14,602,0.552293578,0.25412844,595,7,1,85,60,4,10,67,4,0,10,0,0,1,2,48,0,2,24,277,
900,00.19.01,1135,4,629,0.552238806,0.295873573,617,12,2,75,52,3,22,35,5,0,5,1,0,0,0,65,0,2,13,337,
2771,00.70.11,1409,9,783,0.552186178,0.253878702,768,15,3,130,78,4,21,56,6,0,8,0,0,0,1,65,0,5,31,360,
1643,00.37.26,374,10,212,0.552083333,0.5234375,208,4,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,201,
692,00.12.09,1366,7,758,0.552075747,0.276037873,735,23,6,64,99,3,32,88,6,0,9,2,1,1,0,25,2,4,14,379,
2569,00.64.12,1311,6,727,0.552012149,0.290053151,716,11,0,110,75,2,10,31,1,0,2,0,0,0,0,91,0,0,12,382,
886,00.18.11,1212,9,674,0.552006552,0.278460278,663,11,1,74,117,3,7,59,2,0,2,1,2,0,0,38,0,4,13,340,DIRTY
2147,00.53.15,1017,3,563,0.551960784,0.319607843,552,11,1,67,67,3,1,44,7,0,3,1,0,0,1,19,0,1,11,326,
325,00.05.51,3116,15,1727,0.551580965,0.242095177,1710,17,6,227,112,4,54,201,19,1,18,4,4,7,2,197,3,4,89,758,
2379,00.59.24,2954,16,1638,0.551515152,0.257239057,1613,25,4,231,161,9,32,142,22,3,13,3,2,6,0,139,0,3,79,764,
2523,00.62.19,309,3,172,0.551282051,0.326923077,164,8,0,13,0,0,4,27,1,0,2,1,2,1,3,5,0,0,3,102,
2354,00.58.57,872,6,484,0.551252847,0.291571754,479,5,2,54,58,3,4,38,4,3,8,2,0,0,0,29,0,3,15,256,
557,00.09.72,2556,13,1416,0.551187232,0.197353056,1401,15,0,280,94,3,59,180,17,2,11,1,3,4,2,158,2,3,75,507,
1336,00.28.01,1356,16,756,0.551020408,0.268950437,745,11,0,86,47,6,22,81,11,1,6,1,3,1,1,83,1,0,26,369,
2271,00.57.05,1861,12,1032,0.55098772,0.30752803,1022,10,3,92,105,3,30,107,2,2,6,0,2,0,0,65,0,2,27,576,
590,00.10.24,1318,16,735,0.550974513,0.206896552,724,11,1,120,45,1,28,103,14,1,9,1,0,2,3,81,1,1,37,276,
260,00.04.07,1529,14,850,0.550874919,0.260531432,840,10,3,131,78,1,15,65,8,0,0,4,0,0,3,97,0,2,31,402,
278,00.05.04,1555,8,861,0.550863724,0.249520154,849,12,2,115,62,2,27,87,12,1,4,5,3,0,1,96,1,1,40,390,
951,00.20.32,1225,32,692,0.550517104,0.23309467,670,22,1,74,86,1,22,73,12,0,9,2,5,1,2,56,1,1,31,293,
520,00.09.35,1520,15,845,0.550488599,0.235830619,833,12,4,111,56,2,24,88,21,0,12,3,1,4,1,96,1,1,46,362,
2315,00.58.18,823,9,458,0.550480769,0.28125,450,8,1,51,87,1,7,26,0,0,9,1,0,1,3,20,0,0,9,234,
2566,00.64.09,1365,11,757,0.550145349,0.270348837,745,12,3,109,111,3,16,26,1,2,4,0,1,0,1,80,0,1,15,372,
2101,00.51.37,1134,4,626,0.550087873,0.297891037,609,17,2,65,67,5,18,37,4,1,4,0,3,1,1,39,1,3,19,339,
322,00.05.48,1333,16,742,0.550037064,0.253521127,726,16,0,94,50,2,20,66,14,2,8,0,1,2,0,76,1,1,47,342,
1200,00.24.35,233,7,132,0.55,0.404166667,131,1,0,3,5,0,5,14,1,1,0,0,0,0,0,2,0,0,3,97,
288,00.05.14,1760,15,976,0.549859155,0.258028169,970,6,1,143,81,2,21,110,7,2,5,1,1,3,0,91,1,1,42,458,
1519,00.32.94,690,12,386,0.54985755,0.313390313,382,4,0,36,28,1,12,26,1,0,3,1,0,0,0,44,0,1,9,220,
587,00.10.21,3234,16,1787,0.549846154,0.199384615,1766,21,0,325,143,9,50,192,20,0,22,4,3,0,1,252,0,9,88,648,
2372,00.59.17,2991,12,1651,0.54978355,0.252747253,1623,28,1,254,162,11,55,144,12,4,20,1,1,1,1,122,1,2,72,759,
2383,00.59.28,1725,15,956,0.549425287,0.277011494,941,15,1,111,97,4,19,82,8,1,13,1,1,0,0,76,1,2,42,482,
891,00.18.16,1081,2,595,0.549399815,0.377654663,576,19,1,49,44,8,13,30,2,0,0,0,0,0,0,13,0,0,7,409,
2380,00.59.25,2591,9,1428,0.549230769,0.254230769,1410,18,2,205,140,6,39,131,14,1,15,0,2,2,1,113,1,3,74,661,
1220,00.25.05,112,10,67,0.549180328,0.442622951,67,0,0,2,4,0,0,2,0,0,0,0,0,0,0,5,0,0,0,54,
1912,00.47.08,115,7,67,0.549180328,0.319672131,67,0,0,10,4,0,0,4,0,0,0,0,0,0,0,9,0,0,1,39,
262,00.04.09,1637,24,912,0.549066827,0.283564118,908,4,2,120,73,4,17,95,9,2,4,2,2,1,3,69,1,2,31,471,DIRTY
1002,00.21.22,1296,10,717,0.549004594,0.316232772,707,10,2,79,38,2,32,54,4,0,4,1,1,1,1,56,0,2,17,413,
950,00.20.31,2430,11,1340,0.548955346,0.204424416,1316,24,2,216,153,7,41,141,8,1,16,2,4,1,1,144,1,2,77,499,
1883,00.46.02,185,10,107,0.548717949,0.384615385,107,0,1,4,7,1,0,6,1,0,0,0,0,0,0,5,0,0,7,75,
2222,00.56.05,1557,11,860,0.548469388,0.353316327,849,11,4,75,34,2,26,55,2,0,3,0,3,1,0,65,1,2,22,554,
1595,00.36.02,1039,8,574,0.548233047,0.301814709,565,9,1,41,61,1,28,55,4,0,6,0,3,1,0,35,0,1,12,316,
2775,00.70.15,1460,14,808,0.54816825,0.253731343,798,10,2,147,87,4,17,51,1,0,2,0,3,4,0,82,1,3,20,374,
2171,00.54.15,1552,5,853,0.547848426,0.356454721,834,19,2,83,69,2,16,43,3,2,5,1,1,0,3,30,0,1,18,555,
1226,00.25.11,341,6,190,0.547550432,0.449567723,184,6,0,2,16,0,2,0,0,0,0,0,0,1,1,5,0,0,1,156,
2475,00.61.02,2330,21,1287,0.547426627,0.315185028,1269,18,5,136,97,11,22,106,7,2,4,3,2,1,0,99,0,2,31,741,
569,00.10.03,1553,11,856,0.547314578,0.238491049,847,9,0,141,72,5,43,68,18,0,6,4,6,1,1,75,1,1,32,373,
2343,00.58.46,1068,10,590,0.547309833,0.304267161,572,18,1,62,71,6,12,41,6,1,6,2,2,0,0,23,0,0,11,328,
1351,00.28.16,288,8,162,0.547297297,0.388513514,160,2,0,6,4,1,8,9,0,0,1,0,0,1,0,13,0,0,2,115,
898,00.18.23,1446,7,795,0.54714384,0.277357192,773,22,3,64,142,4,34,60,3,1,3,3,0,0,1,34,1,3,14,403,
2420,00.59.65,2344,12,1289,0.547113752,0.247028862,1272,17,1,199,125,4,48,106,5,2,7,6,0,2,2,111,0,2,70,582,
1917,00.47.13,112,5,64,0.547008547,0.401709402,64,0,0,1,5,0,4,1,0,0,0,0,0,0,0,5,0,0,1,47,
3089,00.84.41,583,2,320,0.547008547,0.391452991,317,3,1,18,38,0,0,12,0,0,0,0,0,0,1,13,0,2,3,229,
877,00.18.02,1448,11,798,0.546949966,0.31459904,783,15,1,42,119,0,21,71,8,1,1,1,1,0,0,36,1,2,19,459,
2422,00.59.67,1469,16,812,0.546801347,0.238383838,800,12,2,126,75,4,17,95,11,1,10,4,5,3,0,62,0,1,30,354,
1456,00.32.31,575,14,322,0.546689304,0.303904924,320,2,0,28,47,2,6,34,2,0,1,0,1,0,0,19,0,0,1,179,
2653,00.67.01,1925,14,1060,0.546673543,0.267148014,1046,14,0,239,98,2,15,53,0,0,1,1,3,1,0,80,0,4,31,518,
1518,00.32.93,1401,6,768,0.545842217,0.385216773,766,2,0,48,60,3,16,41,1,0,2,1,2,0,0,35,1,0,14,542,
573,00.10.07,2705,13,1483,0.545621781,0.219646799,1460,23,2,308,108,3,47,133,25,0,16,1,6,2,1,148,3,3,57,597,
2782,00.70.22,2398,24,1321,0.545417011,0.259289843,1295,26,5,210,117,8,24,98,6,4,4,0,1,2,0,129,2,3,54,628,
404,00.06.72,2368,7,1295,0.545263158,0.224842105,1281,14,2,212,108,5,46,120,8,1,14,2,1,1,3,170,2,4,48,534,
280,00.05.06,2632,11,1441,0.545213772,0.254634885,1426,15,2,189,121,7,44,185,14,1,7,1,3,1,5,118,0,3,52,673,
1397,00.30.04,2633,14,1443,0.545145448,0.266717038,1427,16,1,158,147,1,39,163,19,1,8,3,2,0,1,124,2,5,47,706,
1446,00.32.21,1527,13,839,0.544805195,0.266883117,825,14,1,84,106,3,26,74,9,2,5,0,2,0,0,71,0,2,29,411,
904,00.19.05,273,6,152,0.544802867,0.265232975,149,3,0,25,15,1,5,16,1,0,0,0,0,0,0,8,1,1,2,74,
574,00.10.08,2876,15,1575,0.544794189,0.245589761,1558,17,1,278,94,9,62,129,21,1,11,1,2,4,0,188,2,1,44,710,
2774,00.70.14,1578,14,867,0.54459799,0.27701005,854,13,1,130,77,4,10,64,8,1,7,2,1,1,2,70,1,1,33,441,
949,00.20.30,2805,9,1532,0.544420753,0.220326937,1511,21,4,222,145,8,47,154,14,1,11,6,7,2,1,195,0,1,73,620,
1274,00.26.20,407,10,227,0.544364508,0.35971223,224,3,0,15,23,0,3,20,1,1,1,0,0,0,1,8,0,0,1,150,
570,00.10.04,2255,15,1235,0.544052863,0.236123348,1222,13,6,170,85,3,67,116,24,0,12,4,1,0,1,138,1,1,57,536,
364,00.06.33,2578,11,1408,0.54383932,0.24835844,1389,19,4,194,139,5,38,128,17,3,11,3,4,2,5,132,0,6,55,643,
292,00.05.18,2683,10,1464,0.543631638,0.254734497,1453,11,1,201,131,2,33,161,17,1,11,2,2,2,3,139,1,4,56,686,
1289,00.26.35,291,7,162,0.543624161,0.39261745,160,2,0,4,8,2,3,12,2,0,1,0,0,1,1,6,0,1,2,117,
373,00.06.42,2308,10,1260,0.543572045,0.308024159,1237,23,4,133,95,6,31,83,10,1,11,2,2,1,1,112,2,3,26,714,
1449,00.32.24,1327,16,730,0.543559196,0.251675354,714,16,2,98,71,6,24,63,6,0,10,0,0,1,2,64,0,3,26,338,
42,00.87.48,0,92,50,0.543478261,0.130434783,48,2,0,19,6,0,1,4,0,0,0,0,0,0,0,3,0,1,2,12,
1342,00.28.07,1177,8,644,0.543459916,0.339240506,635,9,1,45,21,0,35,49,10,0,6,1,3,0,1,45,0,1,15,402,
333,00.06.02,2475,11,1350,0.54304103,0.231295253,1350,0,3,167,121,7,45,154,23,1,18,2,1,1,2,158,1,3,68,575,
254,00.04.01,1255,16,690,0.542879622,0.2368214,685,5,2,92,52,3,16,92,8,2,3,0,2,2,2,67,1,0,40,301,
1544,00.33.24,239,8,134,0.542510121,0.344129555,132,2,1,14,11,0,5,9,0,0,0,0,0,0,0,4,0,0,3,85,
2996,00.82.37,247,2,135,0.542168675,0.341365462,133,2,0,0,31,1,0,8,1,1,0,0,0,0,0,6,0,0,0,85,
893,00.18.18,1988,6,1081,0.542126379,0.277331996,1066,15,2,115,155,5,33,94,17,2,8,1,0,0,0,46,1,4,30,553,
2718,00.67.66,1155,0,626,0.541991342,0.281385281,616,10,0,73,112,3,4,35,5,1,0,1,0,0,0,33,0,19,5,325,
2317,00.58.20,416,3,227,0.54176611,0.338902148,226,1,0,21,32,0,5,19,1,0,0,0,0,0,0,3,0,0,3,142,
270,00.04.17,2819,11,1533,0.541696113,0.25335689,1521,12,3,219,132,1,22,150,19,1,16,6,3,3,2,157,2,7,61,717,
281,00.05.07,1578,8,859,0.541614124,0.219419924,851,8,0,134,84,4,40,88,3,7,6,3,1,3,1,87,0,3,39,348,
538,00.09.53,1125,9,614,0.541446208,0.220458554,609,5,2,104,42,5,16,56,4,0,5,1,0,0,0,87,1,3,33,250,
2407,00.59.52,2545,13,1385,0.541438624,0.277951525,1367,18,3,193,132,4,47,108,16,2,15,1,1,0,3,85,2,4,40,711,
2770,00.70.10,1411,6,767,0.541284404,0.30345801,758,9,0,99,65,4,12,40,6,0,4,3,3,0,1,59,0,4,28,430,
766,00.14.14,807,6,440,0.541205412,0.333333333,437,3,1,27,49,0,17,31,2,0,5,1,0,0,0,22,2,1,8,271,
327,00.05.53,2807,9,1524,0.541193182,0.230823864,1498,26,6,182,140,6,55,177,13,0,12,8,7,0,1,168,0,1,72,650,
379,00.06.48,2836,559,1837,0.541089838,0.290721649,1811,26,8,209,153,3,44,130,15,1,17,6,1,0,2,173,1,5,56,987,
2269,00.57.03,1534,6,833,0.540909091,0.292857143,821,12,3,111,65,7,28,72,6,0,6,2,2,2,0,49,1,1,15,451,
1568,00.35.13,2317,11,1259,0.54080756,0.237113402,1241,18,1,119,158,3,39,160,14,2,19,2,2,0,0,140,0,2,28,552,
964,00.20.45,1597,12,870,0.540708515,0.197638285,852,18,2,136,77,4,25,88,12,0,14,2,6,0,0,111,2,3,52,318,
1011,00.21.31,889,21,492,0.540659341,0.291208791,486,6,1,45,51,0,14,28,8,2,6,0,2,1,1,48,0,4,10,265,
765,00.14.13,966,6,525,0.540123457,0.356995885,518,7,0,14,47,0,27,38,7,0,3,2,3,0,0,22,0,2,6,347,
1776,00.41.30,41,9,27,0.54,0.5,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
1909,00.47.05,155,8,88,0.539877301,0.306748466,88,0,0,0,8,0,2,8,0,0,0,0,0,0,0,19,1,0,0,50,
2377,00.59.22,2800,12,1518,0.539829303,0.270981508,1504,14,4,158,138,11,75,131,18,1,8,1,4,0,2,124,0,4,63,762,
1361,00.28.26,287,2,156,0.539792388,0.3183391,153,3,2,7,2,0,13,10,1,0,3,0,0,0,0,18,0,0,5,92,
283,00.05.09,1572,17,857,0.539332914,0.250471995,854,3,0,91,72,0,34,100,14,0,4,0,3,4,0,79,2,2,51,398,
2807,00.79.24,3043,20,1651,0.539014039,0.245837414,1598,53,2,200,202,7,15,135,14,3,8,1,2,2,5,187,1,2,59,753,
1051,00.22.18,1700,7,920,0.538957235,0.476274165,903,17,0,5,69,0,0,15,0,0,0,1,0,0,0,0,0,0,0,813,
2787,00.79.04,2982,18,1616,0.538666667,0.242333333,1560,56,4,207,197,8,22,141,10,1,8,1,3,5,3,174,1,0,48,727,
267,00.04.14,2665,12,1442,0.538662682,0.263354501,1418,24,4,171,152,4,45,114,12,1,8,5,2,2,1,129,1,4,58,705,
649,00.11.06,1844,20,1004,0.538626609,0.260729614,984,20,2,80,145,11,36,110,12,1,15,2,3,1,1,65,0,0,14,486,
1348,00.28.13,1232,3,665,0.538461538,0.322267206,659,6,1,84,13,2,37,45,11,0,4,1,0,0,1,46,0,1,15,398,
1890,00.46.09,319,8,176,0.5382263,0.406727829,173,3,0,2,6,1,4,9,1,0,0,1,0,0,0,13,0,0,3,133,
1473,00.32.48,1352,12,734,0.538123167,0.301319648,685,49,1,46,83,3,31,71,8,0,8,2,1,2,0,8,1,2,7,411,
598,00.10.32,1120,12,609,0.537985866,0.205830389,607,2,0,90,54,5,18,85,4,1,4,1,3,1,0,68,0,1,39,233,
1338,00.28.03,1399,10,758,0.537970192,0.267565649,747,11,1,77,49,3,24,82,19,2,5,0,1,0,0,78,0,0,29,377,
582,00.10.16,3053,16,1651,0.537960248,0.23981753,1628,23,3,225,106,6,91,178,27,1,9,4,2,4,1,149,0,3,83,736,
2826,00.79.43,2827,14,1526,0.537134812,0.256599789,1496,30,2,161,219,3,26,122,5,2,13,3,3,4,0,159,1,4,40,729,
591,00.10.25,1433,16,778,0.536922015,0.222912353,772,6,0,125,53,6,23,81,7,0,8,3,2,0,2,92,0,2,45,323,
2685,00.67.33,535,9,292,0.536764706,0.237132353,290,2,0,82,41,1,3,5,0,0,0,0,0,2,0,26,0,1,0,129,
362,00.06.31,3254,12,1752,0.536436007,0.226270667,1728,24,3,227,153,7,48,216,29,2,19,4,9,3,3,182,2,2,80,739,DIRTY
2700,00.67.48,1427,3,767,0.536363636,0.283916084,745,22,1,130,75,7,10,40,2,0,1,3,2,1,0,53,0,6,8,406,
2162,00.54.06,1088,14,591,0.536297641,0.320326679,583,8,1,47,51,2,23,47,2,0,2,0,0,0,1,40,0,0,14,353,
627,00.10.61,2640,6,1419,0.536281179,0.217687075,1400,19,4,241,118,7,36,150,19,1,12,1,5,4,1,162,0,3,60,576,
781,00.15.09,819,9,444,0.536231884,0.315217391,425,19,3,15,64,1,10,36,2,0,2,1,2,2,0,18,1,1,6,261,
1858,00.45.18,730,5,394,0.536054422,0.345578231,391,3,0,21,44,3,4,31,5,1,1,0,3,0,0,17,1,0,6,254,
2219,00.56.02,1541,13,833,0.536036036,0.314028314,840,-7,2,87,45,3,34,87,6,0,3,2,1,0,0,54,0,5,23,488,DIRTY
1448,00.32.23,1268,16,688,0.535825545,0.232866044,674,14,0,84,74,8,13,74,5,0,10,1,1,0,1,83,1,2,18,299,
510,00.09.25,1395,11,753,0.535561878,0.230440967,746,7,1,83,60,3,40,84,10,0,11,0,2,0,1,76,3,1,47,324,
1363,00.28.29,334,385,385,0.535465925,0.189151599,218,167,1,10,14,1,6,24,6,0,2,0,0,0,1,14,0,2,1,136,
1345,00.28.10,703,3,378,0.535410765,0.359773371,378,0,2,12,14,1,13,27,5,0,2,0,0,0,0,36,1,2,9,254,
1564,00.35.09,1996,11,1074,0.535127055,0.256103637,1063,11,2,138,110,7,29,108,13,0,7,3,1,0,1,90,0,1,39,514,
1586,00.35.31,778,5,419,0.535121328,0.334610473,418,1,34,0,55,1,0,33,0,2,2,0,4,1,0,18,0,1,5,262,
2307,00.58.10,557,13,305,0.535087719,0.278947368,300,5,0,58,36,1,2,23,2,0,1,1,1,0,0,14,0,1,1,159,
361,00.06.30,2701,13,1452,0.535003685,0.22733972,1432,20,4,212,134,1,66,132,18,0,16,4,6,2,3,148,0,0,69,617,
1020,00.21.40,1033,12,559,0.53492823,0.361722488,552,7,0,27,45,2,21,30,3,1,7,0,3,0,0,29,0,0,6,378,
892,00.18.17,2470,6,1324,0.534733441,0.220113086,1308,16,1,179,194,6,41,175,7,1,18,3,3,0,1,94,1,3,36,545,
2689,00.67.37,915,7,493,0.534707158,0.303687636,490,3,2,82,71,0,4,19,1,0,2,0,0,0,0,18,0,7,4,280,
1290,00.26.36,209,8,116,0.534562212,0.368663594,116,0,0,2,12,0,1,13,0,0,1,0,0,0,0,6,0,0,1,80,
1601,00.36.08,819,6,441,0.534545455,0.263030303,434,7,1,31,30,4,23,49,15,1,4,1,3,0,0,40,0,3,12,217,
1440,00.32.15,2591,15,1393,0.534535687,0.255180353,1370,23,3,138,171,3,41,151,15,1,13,4,2,1,3,126,2,2,29,665,
1355,00.28.20,137,9,78,0.534246575,0.390410959,78,0,0,8,1,1,3,4,0,0,1,0,0,0,0,3,0,0,0,57,
314,00.05.40,2319,249,1371,0.533878505,0.256619938,1356,15,1,174,124,5,28,135,23,0,8,1,3,4,0,130,5,2,54,659,
392,00.06.60,1215,16,657,0.533712429,0.221770918,652,5,4,78,73,2,25,59,4,0,7,5,2,3,0,69,0,1,47,273,
1369,00.28.35,171,7,95,0.533707865,0.241573034,92,3,0,2,10,1,6,13,2,0,0,0,0,0,0,13,0,0,2,43,
1882,00.46.01,1333,20,722,0.533628973,0.390983001,717,5,1,31,24,0,12,52,1,0,3,1,1,0,0,46,0,1,15,529,
2073,00.51.09,1377,12,741,0.533477322,0.243340533,724,17,4,98,96,5,18,65,5,2,10,4,2,1,2,54,1,1,18,338,
2221,00.56.04,705,8,380,0.532959327,0.333800842,375,5,0,48,28,3,10,20,1,1,2,1,0,0,0,15,0,1,7,238,
1516,00.32.91,955,12,515,0.532574974,0.292657704,509,6,1,33,66,1,14,56,2,1,2,0,4,0,0,36,1,1,8,283,
2164,00.54.08,1255,8,672,0.532066508,0.287410926,659,13,4,48,74,0,20,80,5,2,4,1,0,1,3,40,2,0,12,363,
