#,number,registered,added,voted,Turnout Rate,GD Rate,valid,invalid,The Party of Georgian Unity and Development,Coalition for Changes Gvaramia Melia Girchi Droa,Unity-National Movement,European Democrats,Alliance of Patriots of Georgia,"Strong Georgia - Lelo, For People, For Liberty!",Georgian Labour Party,Our United Georgia,Change Georgia,Sakartvelo,Free Georgia,Tribune,Chven,Gakharia for Georgia,Left-Wing Alliance,Unity of Georgian,Girchi,Georgian Dream,dirty
367,00.06.36,1595,12,855,0.532047293,0.241443684,841,14,3,104,81,2,31,77,18,1,15,3,4,1,3,81,0,0,29,388,
1113,00.22.81,1183,5,632,0.531986532,0.458754209,622,10,0,2,57,0,0,18,0,0,0,0,0,0,0,0,0,0,0,545,
593,00.10.27,2596,15,1389,0.531980084,0.203370356,1362,27,8,214,111,6,56,157,14,0,16,2,4,2,4,158,0,4,75,531,
1775,00.41.29,133,8,75,0.531914894,0.475177305,73,2,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,
490,00.09.05,2488,14,1330,0.53157474,0.212629896,1315,15,3,146,97,7,66,173,17,1,13,6,3,3,0,167,1,6,74,532,
2688,00.67.36,611,10,330,0.531400966,0.254428341,325,5,1,64,55,1,7,22,0,0,2,1,0,0,0,12,0,0,2,158,
953,00.20.34,2483,7,1323,0.531325301,0.210441767,1296,27,6,172,163,6,31,136,16,3,21,2,3,1,4,140,1,3,64,524,
1358,00.28.23,461,2,246,0.531317495,0.362850972,236,10,0,15,7,0,9,22,4,1,2,0,0,1,0,4,0,0,3,168,
2373,00.59.18,2095,12,1119,0.531086853,0.241101092,1107,12,1,174,112,5,29,99,15,2,13,2,2,1,1,78,2,1,62,508,
301,00.05.27,1781,14,953,0.53091922,0.233426184,941,12,2,112,73,1,18,104,9,2,13,4,0,1,1,135,0,4,43,419,
1003,00.21.23,309,15,172,0.530864198,0.320987654,170,2,0,8,13,1,23,7,0,0,2,0,0,0,0,8,0,0,4,104,
2814,00.79.31,1876,15,1003,0.530407192,0.25330513,958,45,4,133,106,4,13,74,2,1,8,0,3,0,0,101,1,1,28,479,
607,00.10.41,1504,14,805,0.53030303,0.199604743,795,10,3,135,85,1,24,77,9,3,11,0,3,1,0,83,0,2,55,303,
1927,00.47.23,144,5,79,0.530201342,0.456375839,78,1,0,2,3,0,0,1,0,0,0,0,0,0,0,3,0,0,1,68,
320,00.05.46,2983,16,1590,0.530176726,0.203401134,1567,23,3,250,134,1,53,151,20,1,14,2,4,4,1,205,0,8,106,610,
2145,00.53.13,622,10,335,0.530063291,0.382911392,328,7,1,30,18,3,1,14,0,2,1,0,1,0,0,13,0,0,2,242,
1414,00.30.21,509,8,274,0.529980658,0.29787234,268,6,0,20,25,3,13,23,4,1,1,0,0,0,0,15,0,1,8,154,
256,00.04.03,2462,15,1312,0.529672992,0.22850222,1302,10,1,207,94,3,47,170,14,1,13,4,1,2,0,110,0,3,66,566,
2423,00.59.68,1423,16,762,0.529534399,0.242529534,753,9,1,111,64,5,27,73,9,0,7,2,1,1,1,55,1,1,45,349,
2333,00.58.36,1251,3,664,0.529505582,0.293460925,652,12,1,66,92,4,22,53,4,1,1,1,1,4,0,23,0,2,9,368,
369,00.06.38,2920,13,1553,0.529491988,0.24411865,1529,24,4,193,144,9,49,153,22,3,22,4,4,2,0,164,2,2,36,716,
1922,00.47.18,65,3,36,0.529411765,0.411764706,35,1,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,28,
1354,00.28.19,235,5,127,0.529166667,0.279166667,120,7,1,8,2,0,13,10,0,0,0,0,0,0,0,7,0,1,11,67,
2425,00.59.70,1424,16,762,0.529166667,0.238194444,752,10,2,110,80,2,25,58,7,2,2,0,4,0,0,67,0,1,49,343,
1689,00.40.05,375,3,200,0.529100529,0.502645503,199,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,
952,00.20.33,1659,10,883,0.529059317,0.206111444,862,21,1,134,99,7,29,101,9,1,9,1,2,0,0,81,1,3,40,344,
326,00.05.52,2979,18,1585,0.528862196,0.209876543,1564,21,2,233,158,7,54,172,21,2,15,3,3,2,4,178,0,2,79,629,DIRTY
370,00.06.39,2404,15,1279,0.528730881,0.240595287,1260,19,6,146,151,6,62,109,10,4,10,3,2,0,3,114,3,1,48,582,DIRTY
2776,00.70.16,2586,11,1373,0.528686946,0.277628032,1355,18,2,202,140,11,17,93,5,0,8,1,7,1,2,107,2,3,33,721,
2413,00.59.58,2338,12,1242,0.528510638,0.230212766,1232,10,4,203,158,5,31,120,9,0,9,1,2,1,2,89,1,6,50,541,
2300,00.58.03,2316,6,1227,0.528423773,0.246339363,1202,25,1,160,189,6,25,91,11,2,12,0,5,1,0,79,0,3,45,572,
1356,00.28.21,206,6,112,0.528301887,0.25,111,1,0,14,11,0,5,21,1,0,1,0,0,0,0,4,0,0,1,53,
2299,00.58.02,1389,7,737,0.527936963,0.284383954,725,12,1,94,106,5,17,38,8,4,3,1,5,0,0,34,0,2,10,397,
287,00.05.13,2693,12,1428,0.527911275,0.244362292,1414,14,6,202,142,4,42,138,18,1,11,3,2,6,4,104,0,7,63,661,
2995,00.82.36,283,5,152,0.527777778,0.381944444,149,3,0,6,15,0,1,10,0,0,0,0,0,0,0,7,0,0,0,110,
1641,00.37.24,1179,28,637,0.527754764,0.464788732,634,3,3,3,39,2,3,13,1,1,1,0,0,1,1,1,1,1,2,561,
2321,00.58.24,1262,8,670,0.527559055,0.295275591,657,13,3,40,98,5,11,67,3,1,6,2,3,0,1,33,0,1,8,375,
2777,00.70.17,1226,16,655,0.527375201,0.258454106,649,6,1,105,65,1,14,45,1,1,4,1,0,2,0,69,0,0,19,321,
1246,00.25.31,274,1,145,0.527272727,0.370909091,143,2,0,30,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,102,
397,00.06.65,1444,11,767,0.527147766,0.23024055,760,7,2,83,87,5,31,89,6,5,10,0,1,0,0,82,1,2,21,335,
2412,00.59.57,2789,11,1476,0.527142857,0.224285714,1445,31,1,222,192,5,26,145,14,2,24,4,6,0,1,131,0,2,42,628,
2732,00.68.10,1168,12,622,0.527118644,0.244915254,617,5,0,97,115,4,6,45,1,0,3,0,3,0,0,40,0,6,8,289,
396,00.06.64,1185,14,632,0.527105922,0.232693912,617,15,2,79,38,1,22,59,8,1,2,7,0,0,1,82,1,2,33,279,
1390,00.29.07,681,4,361,0.527007299,0.376642336,356,5,0,6,13,0,20,36,4,0,0,0,1,0,0,16,0,0,2,258,
1340,00.28.05,924,6,490,0.52688172,0.291397849,479,11,1,48,24,0,11,57,9,0,4,0,2,0,0,39,1,1,11,271,
2731,00.68.09,1405,9,745,0.526874116,0.252475248,718,27,1,87,145,5,6,32,3,0,2,2,0,0,0,47,1,10,20,357,
1187,00.24.22,1185,11,630,0.526755853,0.342809365,621,9,1,9,188,1,4,1,1,1,1,0,1,0,0,2,0,1,0,410,
584,00.10.18,2296,8,1213,0.526475694,0.233072917,1197,16,1,157,125,2,43,136,20,0,13,1,3,0,1,107,0,1,50,537,
2166,00.54.10,1265,4,668,0.526398739,0.275019701,655,13,3,73,64,3,26,68,5,0,2,0,0,1,1,47,0,6,7,349,
931,00.20.12,1700,10,900,0.526315789,0.256140351,877,23,0,104,143,4,32,53,7,1,15,1,2,1,2,57,0,0,17,438,
1133,00.23.20,775,4,410,0.526315789,0.491655969,401,9,0,3,11,0,1,1,2,0,0,0,0,0,0,0,0,0,0,383,
1391,00.29.08,242,9,132,0.525896414,0.414342629,130,2,0,3,7,0,3,8,0,2,0,0,0,0,0,2,0,0,1,104,
360,00.06.29,2803,14,1481,0.525736599,0.246716365,1458,23,3,216,110,3,39,153,17,2,12,2,4,2,1,145,0,3,51,695,
1723,00.40.39,351,3,186,0.525423729,0.406779661,186,0,0,7,26,0,0,4,0,0,1,0,0,3,0,1,0,0,0,144,
2571,00.64.14,2287,7,1204,0.524847428,0.23016565,1178,26,5,212,246,2,21,49,3,3,3,1,1,1,0,76,2,6,19,528,
294,00.05.20,1622,15,859,0.524740379,0.232742822,847,12,6,111,96,1,28,85,8,0,6,1,3,0,0,82,1,0,38,381,
1482,00.32.57,315,15,173,0.524242424,0.293939394,169,4,1,12,17,0,16,16,0,0,4,0,0,0,0,4,0,0,2,97,
2471,00.60.44,651,9,346,0.524242424,0.360606061,343,3,0,17,25,2,7,30,3,0,1,0,1,0,0,13,1,0,5,238,
1207,00.24.42,285,9,154,0.523809524,0.285714286,152,2,0,0,50,0,0,17,0,0,0,0,1,0,0,0,0,0,0,84,
258,00.04.05,2384,12,1255,0.523789649,0.277128548,1232,23,3,160,107,6,31,103,12,0,9,3,0,1,2,87,0,1,43,664,
2778,00.70.18,1753,21,929,0.52367531,0.222660654,905,24,2,160,119,7,17,67,7,3,6,3,2,0,1,85,1,2,28,395,
2399,00.59.44,2704,8,1419,0.523230088,0.204277286,1399,20,6,228,192,6,34,141,11,1,21,0,6,1,0,126,0,7,65,554,
10,00.87.13,0,1795,939,0.523119777,0.036768802,936,3,2,351,82,3,4,225,12,2,4,3,0,1,2,102,0,1,76,66,
2357,00.59.02,2576,10,1352,0.522815159,0.246326373,1333,19,4,180,152,8,47,104,14,3,14,3,2,1,1,125,0,1,37,637,
2717,00.67.65,1734,3,908,0.522740357,0.273459988,889,19,1,144,104,7,13,67,1,0,2,1,2,0,0,57,0,3,12,475,
1078,00.22.45,346,6,184,0.522727273,0.417613636,179,5,0,2,28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,147,
2473,00.60.46,0,243,127,0.522633745,0.432098765,127,0,0,4,7,0,2,3,0,0,0,0,0,0,0,3,0,1,2,105,
1188,00.24.23,101,12,59,0.522123894,0.300884956,67,-8,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,DIRTY
2994,00.82.35,177,5,95,0.521978022,0.395604396,92,3,0,3,8,0,0,3,0,0,0,0,0,0,0,4,0,1,1,72,
705,00.12.22,240,13,132,0.52173913,0.446640316,132,0,0,0,6,0,8,4,0,0,0,0,0,0,0,1,0,0,0,113,
257,00.04.04,2429,15,1275,0.521685761,0.274959083,1267,8,1,132,105,2,24,126,12,2,4,1,3,0,1,114,0,3,65,672,
2683,00.67.31,1229,6,644,0.52145749,0.302024291,633,11,1,109,59,2,10,27,3,0,2,1,0,1,0,37,0,2,6,373,
2698,00.67.46,1372,11,721,0.521330441,0.293564714,712,9,0,104,74,6,15,47,1,1,3,1,0,3,0,42,0,2,7,406,
1445,00.32.20,1430,15,753,0.521107266,0.273356401,746,7,0,77,75,6,20,66,3,0,7,0,3,3,0,76,0,0,15,395,
2384,00.59.29,2747,12,1437,0.520840884,0.230518304,1423,14,2,231,138,5,30,149,18,1,24,2,4,1,2,121,2,4,53,636,
1924,00.47.20,623,5,327,0.520700637,0.342356688,323,4,1,15,15,0,3,22,0,1,0,0,0,1,0,47,1,0,2,215,
1372,00.28.38,918,4,480,0.520607375,0.250542299,470,10,1,67,33,4,11,54,11,0,4,0,1,1,0,44,0,0,8,231,
298,00.05.24,1709,13,896,0.520325203,0.227642276,881,15,0,117,69,1,27,95,12,3,7,0,1,2,0,101,1,3,50,392,DIRTY
2220,00.56.03,1770,10,926,0.520224719,0.310674157,917,9,0,89,37,2,35,88,2,0,9,1,2,2,2,70,0,2,23,553,
355,00.06.24,2563,19,1343,0.520139427,0.227730442,1330,13,4,173,112,6,42,143,20,1,10,3,2,4,4,140,0,1,77,588,
1928,00.47.24,143,7,78,0.52,0.393333333,77,1,1,3,3,0,0,10,0,0,0,0,0,0,0,1,0,0,0,59,
1773,00.41.27,532,3,278,0.519626168,0.463551402,264,14,0,7,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,248,
349,00.06.18,2347,14,1225,0.518847946,0.213892418,1211,14,4,154,97,3,49,148,16,2,8,1,4,3,2,142,0,5,68,505,
2417,00.59.62,2544,14,1327,0.51876466,0.247068022,1300,27,3,185,107,4,47,123,16,2,16,4,2,0,0,108,0,2,49,632,
2741,00.68.19,1122,6,585,0.518617021,0.281914894,577,8,0,60,133,2,6,17,3,1,0,1,0,0,0,32,0,1,3,318,
2573,00.64.16,2174,11,1133,0.518535469,0.23798627,1118,15,2,163,200,8,15,50,1,0,2,0,0,1,0,128,0,3,25,520,
1395,00.30.02,2179,12,1136,0.51848471,0.267457782,1121,15,1,84,125,3,35,128,15,1,4,4,0,1,1,101,0,0,32,586,
6,00.87.06,0,2986,1548,0.51841929,0.036503684,1541,7,0,649,318,3,21,186,27,1,3,1,3,0,0,150,0,2,68,109,
424,00.07.20,1597,10,833,0.518357187,0.263845675,825,8,1,86,55,1,37,75,10,1,9,1,3,0,1,60,0,1,60,424,
2665,00.67.13,1448,11,756,0.518163125,0.261823167,751,5,2,152,56,1,14,48,1,1,1,0,1,0,0,65,0,3,24,382,
2409,00.59.54,2419,11,1259,0.518106996,0.257613169,1231,28,2,177,138,6,30,106,10,1,14,1,5,1,0,65,0,4,45,626,
944,00.20.25,2572,11,1338,0.518002323,0.214479288,1314,24,1,169,161,7,39,142,17,2,21,2,2,1,3,140,1,3,49,554,
929,00.20.10,3165,11,1645,0.517947103,0.202141058,1620,25,4,240,199,3,50,188,22,2,13,6,4,3,0,165,0,4,75,642,
385,00.06.53,2692,11,1399,0.517573067,0.224935257,1380,19,4,170,144,5,49,129,23,3,30,0,4,2,1,154,1,4,49,608,
549,00.09.64,1418,14,741,0.517458101,0.203910615,733,8,2,98,55,2,22,89,17,1,8,2,3,3,2,96,0,3,38,292,
2168,00.54.12,2518,6,1306,0.517432647,0.291600634,1286,20,2,111,119,2,36,131,5,0,11,2,5,0,0,87,1,2,36,736,
1803,00.43.22,282,8,150,0.517241379,0.279310345,148,2,1,14,7,0,1,14,0,0,1,0,0,0,0,1,26,0,2,81,
2272,00.57.06,1823,6,946,0.517222526,0.319300164,933,13,4,87,69,5,18,46,5,1,10,3,3,0,2,71,0,2,23,584,
969,00.20.50,2541,13,1320,0.516836335,0.191855912,1295,25,4,193,172,3,59,136,18,3,19,0,3,1,4,128,3,4,55,490,
315,00.05.41,1892,14,985,0.516789087,0.181007345,976,9,4,159,98,4,32,124,13,1,15,2,2,2,0,119,0,3,53,345,
357,00.06.26,2554,13,1326,0.516556291,0.221659525,1315,11,4,174,136,4,43,135,13,2,14,3,5,6,2,121,2,2,80,569,DIRTY
880,00.18.05,2230,9,1156,0.516301921,0.225100491,1143,13,1,175,155,4,49,88,8,0,19,1,4,3,1,69,1,1,60,504,
921,00.20.02,1387,24,728,0.515946137,0.240255138,713,15,4,107,73,4,20,67,10,0,12,2,2,1,1,45,0,3,23,339,
2721,00.67.69,1407,6,729,0.515923567,0.353149328,720,9,3,83,49,5,5,28,0,0,2,2,0,1,0,38,0,1,4,499,
1447,00.32.22,2286,15,1186,0.515428075,0.220338983,1167,19,3,158,167,6,42,104,16,1,15,4,3,0,1,111,0,5,24,507,
2363,00.59.08,2944,14,1524,0.515212982,0.24408384,1506,18,0,214,165,4,50,149,15,1,18,3,3,0,1,102,0,2,57,722,
1218,00.25.03,258,6,136,0.515151515,0.359848485,133,3,0,23,8,0,0,1,0,0,0,0,0,0,4,2,0,0,0,95,
820,00.16.17,357,8,188,0.515068493,0.284931507,183,5,0,15,18,2,9,19,1,0,2,0,0,0,0,8,0,0,5,104,
1134,00.23.21,629,6,327,0.51496063,0.440944882,324,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,
1229,00.25.14,237,2,123,0.514644351,0.238493724,119,4,1,21,7,0,0,13,0,0,0,0,0,1,16,0,0,0,3,57,
526,00.09.41,1047,12,545,0.514636449,0.226628895,540,5,0,64,45,4,22,59,5,1,10,0,0,2,0,64,0,1,23,240,
354,00.06.23,3236,12,1667,0.513238916,0.210591133,1640,27,5,270,139,6,59,161,18,2,17,1,4,0,4,199,1,5,65,684,
1892,00.46.11,220,8,117,0.513157895,0.416666667,115,2,0,0,5,0,0,3,0,0,0,0,1,1,0,8,0,0,2,95,
1158,00.23.45,223,7,118,0.513043478,0.47826087,117,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,
279,00.05.05,1273,13,659,0.51244168,0.232503888,652,7,1,73,53,1,24,83,10,0,6,0,0,3,0,62,0,2,35,299,
363,00.06.32,2780,14,1431,0.512168933,0.225841088,1415,16,3,204,142,9,35,153,17,1,9,2,2,1,2,139,0,1,64,631,
2706,00.67.54,1975,5,1014,0.512121212,0.243434343,990,24,1,120,271,9,21,32,1,0,1,1,2,3,0,28,1,7,10,482,
1349,00.28.14,198,9,106,0.512077295,0.338164251,106,0,0,13,5,0,6,10,1,0,0,1,0,0,0,0,0,0,0,70,
297,00.05.23,1739,14,897,0.511694238,0.220764404,888,9,2,127,78,1,22,80,8,1,4,2,3,0,2,127,0,1,43,387,
2415,00.59.60,2640,14,1358,0.511680482,0.239638282,1340,18,3,196,133,7,39,119,16,0,16,3,2,0,2,117,0,1,50,636,
1169,00.24.04,1360,4,697,0.510997067,0.427419355,663,34,1,2,71,1,3,0,0,1,0,0,0,0,0,1,0,0,0,583,
1508,00.32.83,1490,19,771,0.510934394,0.295559973,756,15,1,46,94,6,26,53,0,0,6,0,2,1,0,52,1,1,21,446,
1748,00.41.02,1647,12,847,0.510548523,0.43098252,822,25,2,36,41,2,0,6,0,0,0,2,2,3,0,13,0,0,0,715,
2382,00.59.27,2960,22,1522,0.510395708,0.240107311,1500,22,0,209,165,4,28,158,13,2,9,3,2,1,3,116,0,2,69,716,
2392,00.59.37,2573,10,1317,0.509872242,0.254355401,1296,21,5,168,133,8,28,113,17,1,15,1,5,0,2,94,0,5,44,657,
1893,00.46.12,400,6,207,0.509852217,0.379310345,201,6,0,5,7,0,6,20,0,0,1,0,0,0,0,5,0,0,3,154,
2389,00.59.34,1319,12,678,0.509391435,0.178061608,674,4,2,108,112,5,13,83,10,0,11,2,1,1,0,56,0,4,29,237,
2160,00.54.04,2282,9,1167,0.509384548,0.281536447,1143,24,1,104,106,5,22,125,12,0,14,1,1,3,1,78,0,2,23,645,
1350,00.28.15,268,5,139,0.509157509,0.318681319,136,3,0,26,8,0,0,9,0,0,0,0,0,0,0,4,0,0,2,87,
2395,00.59.40,2158,15,1106,0.508973769,0.243902439,1090,16,4,128,121,4,23,117,6,2,16,3,3,2,4,92,0,4,31,530,
1099,00.22.66,1244,6,636,0.5088,0.408,636,0,0,6,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,510,
2414,00.59.59,2698,14,1379,0.508480826,0.214970501,1366,13,3,204,178,3,54,155,14,0,16,6,3,0,3,101,0,0,43,583,
605,00.10.39,2057,14,1053,0.508450024,0.178174795,1044,9,6,189,89,3,48,127,18,1,14,3,1,2,3,114,4,0,53,369,
2387,00.59.32,2817,14,1439,0.508300954,0.213705404,1422,17,4,227,166,6,41,142,19,0,11,4,2,0,3,109,1,3,79,605,
2716,00.67.64,896,11,461,0.508269019,0.244762955,445,16,0,71,73,1,2,43,2,0,0,0,0,0,1,17,0,3,10,222,
2410,00.59.55,2057,15,1053,0.508204633,0.212355212,1029,24,4,151,132,7,26,87,13,1,14,1,5,3,0,87,2,3,53,440,
2411,00.59.56,2371,12,1211,0.508182963,0.237935376,1193,18,2,159,132,7,24,117,11,1,13,1,2,2,1,108,0,1,45,567,
1452,00.32.27,541,10,280,0.508166969,0.266787659,279,1,2,18,40,5,15,18,2,0,1,1,0,0,0,27,0,0,3,147,
1255,00.26.01,2637,12,1346,0.50811627,0.337108343,1321,25,5,74,75,5,27,114,8,1,11,3,0,2,1,77,1,5,19,893,
1866,00.45.26,139,3,72,0.507042254,0.288732394,69,3,0,6,4,0,0,12,0,0,1,0,0,0,0,3,1,0,1,41,
596,00.10.30,3257,10,1656,0.506887052,0.198347107,1632,24,3,259,132,5,53,177,19,2,25,1,5,1,2,194,0,24,82,648,
2386,00.59.31,2626,18,1340,0.506807867,0.238653555,1327,13,2,193,102,7,39,115,14,2,18,3,4,2,3,146,0,1,45,631,
2570,00.64.13,1463,12,747,0.506440678,0.25559322,726,21,2,105,89,3,15,41,1,0,2,1,0,0,2,81,0,2,5,377,
1515,00.32.90,928,6,473,0.506423983,0.299785867,467,6,1,28,81,3,11,29,2,0,1,0,0,0,0,16,0,1,14,280,
1147,00.23.34,1099,0,556,0.505914468,0.39399454,508,48,1,17,43,2,4,1,1,0,0,0,0,1,1,4,0,0,0,433,
359,00.06.28,1200,10,612,0.505785124,0.220661157,601,11,1,98,60,2,37,43,11,0,2,2,3,1,0,57,0,1,16,267,
2391,00.59.36,2850,15,1449,0.505759162,0.221640489,1440,9,6,250,149,10,40,165,18,0,15,4,5,1,2,96,1,3,40,635,
2316,00.58.19,171,5,89,0.505681818,1.732954545,517,-428,1,58,39,3,12,53,5,0,3,0,0,2,0,22,0,0,14,305,DIRTY
1244,00.25.29,447,2,227,0.505567929,0.407572383,220,7,0,10,19,0,0,7,0,0,0,0,0,0,0,1,0,0,0,183,
2562,00.64.05,1021,8,520,0.505344995,0.256559767,517,3,0,73,70,0,9,19,2,0,1,1,0,0,0,68,0,1,9,264,
1204,00.24.39,701,6,357,0.504950495,0.377652051,323,34,0,8,42,1,0,1,1,0,0,0,1,0,0,2,0,0,0,267,
2360,00.59.05,2416,12,1225,0.504530478,0.210049423,1207,18,5,181,146,8,32,111,21,2,16,4,5,1,1,109,2,0,53,510,
2695,00.67.43,1558,6,789,0.504475703,0.256393862,775,14,1,154,91,6,5,26,1,0,3,1,3,0,1,58,0,4,20,401,
1919,00.47.15,555,4,282,0.504472272,0.348837209,274,8,0,6,28,1,3,26,2,0,0,0,2,0,0,7,0,0,4,195,
2297,00.57.31,814,5,413,0.504273504,0.306471306,410,3,0,29,47,6,15,23,3,0,1,0,0,0,0,22,0,1,12,251,
1907,00.47.03,348,5,178,0.504249292,0.320113314,175,3,0,4,4,0,11,31,1,0,1,0,0,1,0,8,0,1,0,113,
3095,00.84.47,115,6,61,0.504132231,0.280991736,60,1,0,1,17,0,0,5,0,0,0,0,0,0,1,2,0,0,0,34,
2406,00.59.51,1236,6,626,0.504025765,0.300322061,649,-23,0,91,62,3,14,50,7,1,1,0,3,0,0,35,0,1,8,373,DIRTY
908,00.19.09,622,5,316,0.503987241,0.277511962,312,4,0,31,12,1,22,32,6,0,2,0,0,0,0,25,0,2,5,174,
2661,00.67.09,2308,10,1168,0.503882657,0.249784297,1153,15,0,274,95,1,10,75,2,2,3,0,1,0,0,77,2,15,17,579,
2424,00.59.69,1094,11,556,0.503167421,0.249773756,547,9,2,75,43,1,19,62,4,0,7,1,1,0,0,34,0,2,20,276,
1106,00.22.74,1383,7,699,0.502877698,0.434532374,690,9,1,2,68,1,1,12,0,0,0,0,0,0,0,1,0,0,0,604,
2074,00.51.10,2324,13,1175,0.502781344,0.243902439,1162,13,2,144,125,8,30,110,10,1,13,3,3,10,0,101,1,0,31,570,
1215,00.24.50,898,23,463,0.502714441,0.323561346,443,20,0,6,130,0,7,0,0,0,0,0,0,0,0,1,0,0,1,298,
2679,00.67.27,551,8,281,0.502683363,0.250447227,259,22,0,31,41,0,5,22,1,1,1,0,1,1,0,8,0,2,5,140,
2766,00.70.06,1980,11,1000,0.502260171,0.267202411,979,21,3,151,108,3,11,61,6,0,6,4,0,0,0,66,0,3,25,532,
313,00.05.39,2551,18,1290,0.502140911,0.207473725,1276,14,3,194,126,5,31,149,10,2,7,0,3,1,1,163,1,1,46,533,
1474,00.32.49,1477,9,746,0.502018843,0.266487214,740,6,2,42,87,1,37,84,3,1,9,1,1,0,1,57,0,2,16,396,
1210,00.24.45,298,11,155,0.501618123,0.365695793,146,9,0,1,21,0,1,6,0,0,0,1,0,1,0,2,0,0,0,113,
358,00.06.27,1872,18,948,0.501587302,0.231216931,942,6,1,109,95,2,39,82,15,0,7,1,3,1,0,101,2,2,45,437,
1739,00.40.55,681,1,342,0.501466276,0.410557185,340,2,3,5,45,0,0,5,0,0,0,0,0,2,0,0,0,0,0,280,
1337,00.28.02,1435,13,726,0.501381215,0.272099448,705,21,3,62,49,4,27,74,13,0,2,1,1,0,3,50,0,1,21,394,
2393,00.59.38,2499,11,1258,0.501195219,0.231075697,1235,23,3,193,139,8,28,120,5,0,12,1,3,2,0,92,2,6,41,580,
1417,00.30.24,1258,13,637,0.501180173,0.38945712,612,25,1,17,83,2,2,6,1,0,2,0,0,0,0,1,0,1,1,495,
368,00.06.37,2251,208,1232,0.501016673,0.271248475,1218,14,3,117,123,3,34,97,21,2,8,1,3,2,1,99,0,2,35,667,
1095,00.22.62,486,7,247,0.501014199,0.363083164,245,2,0,1,58,0,0,0,0,0,0,1,1,3,0,1,0,0,1,179,
1257,00.26.03,496,13,255,0.500982318,0.308447937,251,4,1,11,34,0,5,31,1,0,1,1,0,0,1,8,0,0,0,157,
2267,00.57.01,1083,3,544,0.50092081,0.274401473,534,10,0,43,70,2,8,68,1,2,2,1,1,0,0,26,0,0,12,298,
2408,00.59.53,2508,9,1260,0.500595948,0.235597934,1235,25,2,179,134,6,30,93,14,2,24,1,1,0,1,100,3,1,51,593,
2681,00.67.29,1287,6,647,0.500386698,0.293116783,636,11,2,92,91,2,4,19,1,0,1,0,1,2,0,36,0,2,4,379,
19,00.87.24,0,792,396,0.5,0.330808081,391,5,2,10,85,4,1,11,1,0,3,1,0,0,7,3,0,0,1,262,
1168,00.24.03,633,5,319,0.5,0.44984326,302,17,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,2,287,
1365,00.28.31,684,8,346,0.5,0.276011561,344,2,0,26,28,0,17,29,1,1,1,0,0,0,0,42,0,1,7,191,
1705,00.40.21,1823,5,914,0.5,0.472100656,911,3,0,14,19,1,1,3,3,0,1,0,0,1,0,4,1,0,0,863,
1738,00.40.54,90,6,48,0.5,0.427083333,48,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,41,
1911,00.47.07,100,6,53,0.5,0.358490566,53,0,0,2,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,38,
350,00.06.19,2104,11,1057,0.499763593,0.229314421,1051,6,3,143,102,3,30,88,16,2,5,4,4,5,0,115,0,2,44,485,
277,00.05.03,2869,15,1441,0.499653259,0.235436893,1415,26,1,175,104,4,48,119,16,1,6,2,3,17,3,154,0,6,77,679,
881,00.18.06,1143,9,575,0.499131944,0.194444444,568,7,1,111,101,1,33,44,2,0,5,1,2,0,0,28,0,1,14,224,
2662,00.67.10,2085,9,1045,0.49904489,0.241165234,1032,13,2,224,82,4,12,62,5,0,2,0,0,2,2,98,0,4,28,505,
2719,00.67.67,1493,8,748,0.498334444,0.261159227,735,13,2,142,93,3,10,26,0,2,2,1,0,0,0,52,0,1,9,392,
2223,00.56.06,1878,11,941,0.498147168,0.348332451,921,20,3,48,37,3,30,58,2,1,6,2,6,4,0,43,0,3,17,658,
2390,00.59.35,2217,10,1108,0.49753031,0.221374046,1097,11,3,173,147,7,20,81,15,2,20,4,2,1,1,90,0,3,35,493,
1231,00.25.16,703,1,350,0.497159091,0.335227273,327,23,0,28,51,1,1,7,0,0,0,0,0,0,2,1,0,0,0,236,
2388,00.59.33,2887,12,1441,0.497067954,0.204553294,1414,27,4,211,193,7,29,139,19,1,17,2,2,0,0,122,0,2,73,593,
1381,00.28.47,160,7,83,0.497005988,0.299401198,83,0,0,5,5,1,3,9,0,0,0,0,0,0,0,9,0,0,1,50,
1057,00.22.24,777,30,401,0.496902107,0.33952912,398,3,1,4,112,0,1,3,0,0,0,0,0,0,0,3,0,0,0,274,
2400,00.59.45,2303,17,1151,0.49612069,0.184913793,1126,25,3,186,167,7,36,114,9,2,11,3,4,0,0,103,0,5,47,429,
2405,00.59.50,1067,14,536,0.495837188,0.236817761,530,6,0,83,60,2,8,47,5,0,8,0,1,0,0,42,0,1,17,256,
